GeneID	1577_d7_CD46	1578_d7_CD46	1599_d7_CD46	1577_d7_ISG15	1578_d7_ISG15	1599_d7_ISG15	1577_d7_UBA7	1578_d7_UBA7	1599_d7_UBA7	1577_d7_STAT1	1578_d7_STAT1	1599_d7_STAT1
ENSG00000274367	0	2	2	2	0	0	0	1	4	4	3	2
ENSG00000270168	3	3	4	1	4	2	1	2	2	8	1	2
ENSG00000272079	0	0	3	2	0	3	0	1	1	1	2	1
ENSG00000213937	1	0	0	0	0	0	3	3	0	2	1	2
ENSG00000184697	1	0	2	0	1	2	0	0	0	0	0	1
ENSG00000006327	11	5	20	7	4	15	10	11	6	9	13	32
ENSG00000103145	468	368	734	308	406	571	298	673	606	496	692	587
ENSG00000131652	1159	922	1748	827	1004	1226	729	1543	1401	1348	1570	1512
ENSG00000162069	0	1	2	0	0	2	0	1	1	0	2	3
ENSG00000205890	1	1	5	0	0	0	1	1	1	0	2	1
ENSG00000008516	41	45	162	36	45	180	31	72	164	60	79	162
ENSG00000261971	421	314	515	286	296	333	233	604	527	551	555	530
ENSG00000008517	106	117	111	93	78	84	78	276	105	301	664	207
ENSG00000262370	2	5	8	3	1	10	2	8	7	6	18	8
ENSG00000130182	2	1	2	0	1	1	0	1	0	0	1	0
ENSG00000263072	337	275	496	221	333	334	173	452	390	319	388	347
ENSG00000122386	19	15	26	11	29	32	11	24	35	21	32	25
ENSG00000085644	443	314	836	292	306	636	274	582	752	494	521	720
ENSG00000261889	5	5	2	0	6	3	2	2	2	2	15	11
ENSG00000262521	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262668	0	2	0	0	1	0	0	0	1	0	2	1
ENSG00000168124	0	0	0	1	0	0	0	3	0	0	0	0
ENSG00000010539	273	236	536	209	278	447	180	390	410	357	387	410
ENSG00000103313	5	3	33	3	0	58	4	3	28	1	10	30
ENSG00000281005	62	57	189	50	62	150	38	94	127	70	99	102
ENSG00000006194	1134	939	2464	861	1135	2112	715	1560	1944	1299	1460	1878
ENSG00000140993	34	32	53	34	36	54	23	46	54	38	58	51
ENSG00000162086	826	724	1248	672	880	1037	587	1260	1141	978	1222	1022
ENSG00000262899	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168158	5	6	6	3	5	8	5	12	10	0	8	10
ENSG00000285329	0	0	3	0	0	2	0	0	1	1	0	1
ENSG00000232196	1	1	8	3	3	5	0	4	6	1	2	5
ENSG00000140987	16	15	36	16	21	29	17	12	25	9	16	30
ENSG00000262621	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000103343	248	160	441	167	222	371	139	315	370	267	276	333
ENSG00000167981	115	95	250	96	133	252	82	205	215	126	179	197
ENSG00000122390	1571	1145	2402	1079	1353	1972	879	1906	2271	1632	1638	2045
ENSG00000215131	1	0	2	0	0	2	0	0	1	3	0	1
ENSG00000103351	276	237	582	190	263	500	195	364	506	303	382	384
ENSG00000167984	2486	1558	4115	1762	2053	2988	1526	2739	3104	2556	2322	2727
ENSG00000262312	114	79	231	75	94	126	67	103	149	136	93	147
ENSG00000261938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188827	1392	837	2285	928	1089	1777	842	1366	2004	1539	1235	1691
ENSG00000213918	1105	853	1635	719	1007	1201	636	1419	1366	1101	1132	1092
ENSG00000126602	2918	2117	5770	2085	2351	3973	1917	3725	4430	3516	3696	4613
ENSG00000276754	3	0	2	0	1	3	0	2	0	3	2	2
ENSG00000005339	4879	2824	9621	3513	3470	7510	2909	4713	8845	5010	3810	7101
ENSG00000162104	129	104	356	82	152	237	64	185	304	141	180	231
ENSG00000263159	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000263105	2	2	7	2	0	3	1	2	4	2	3	0
ENSG00000185739	1	2	0	0	0	1	0	0	0	0	0	1
ENSG00000262468	154	102	185	103	125	124	84	177	154	130	194	163
ENSG00000090447	850	662	1476	591	675	1045	450	1038	1267	891	954	1081
ENSG00000126603	53	53	99	45	45	88	46	69	108	66	69	98
ENSG00000262686	0	0	2	0	1	0	0	2	0	0	1	0
ENSG00000217930	198	216	556	191	268	392	158	316	494	252	285	401
ENSG00000103426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262246	713	744	1316	532	675	892	523	1095	1074	896	967	989
ENSG00000168140	41	21	74	12	21	25	14	45	38	40	31	34
ENSG00000103423	2954	1965	4710	2101	2309	3415	1810	3352	3969	3379	3310	3728
ENSG00000153406	928	1122	2389	671	1305	1945	568	1762	1738	915	1772	1669
ENSG00000103415	1515	1329	2856	1071	1627	2011	1008	2109	2067	1723	2063	2279
ENSG00000089486	2193	1914	3430	1561	2179	2725	1306	3058	2680	2195	2717	2824
ENSG00000205832	24	16	28	30	28	25	21	26	36	38	34	29
ENSG00000261789	0	5	1	0	0	0	0	0	0	1	1	1
ENSG00000153443	1099	939	2187	785	927	1717	739	1446	2000	1294	1315	1845
ENSG00000102858	3611	2545	4874	2649	2719	3922	2292	4260	4487	3977	3755	4120
ENSG00000261442	9	4	49	6	3	7	6	11	16	10	9	7
ENSG00000168101	915	760	1612	622	885	1133	616	1247	1116	1011	1228	1228
ENSG00000168096	561	472	877	409	565	593	376	714	677	634	639	622
ENSG00000166246	25	20	45	17	18	23	16	41	25	23	33	19
ENSG00000103199	516	423	790	415	438	621	306	616	673	589	546	569
ENSG00000140623	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267795	0	0	0	4	0	4	0	0	3	0	1	1
ENSG00000267077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067836	505	484	779	360	516	559	277	723	566	457	592	533
ENSG00000140632	4650	3322	8205	3293	3867	6302	2778	5690	7128	5345	4940	6652
ENSG00000118900	2844	1849	5289	2052	2136	4152	1845	3162	4464	3255	2693	3982
ENSG00000118898	17	3	66	9	9	14	9	12	26	11	10	26
ENSG00000103184	1	0	0	0	0	0	0	1	2	0	0	0
ENSG00000267072	4	0	4	1	4	3	0	2	6	1	4	5
ENSG00000103174	707	643	1470	496	821	1142	411	1158	1118	773	1095	1097
ENSG00000033011	752	616	1396	570	739	1002	558	960	1111	852	949	1070
ENSG00000153446	5	2	7	1	3	6	2	6	5	4	6	10
ENSG00000118894	274	146	389	188	171	276	143	268	350	325	267	343
ENSG00000267070	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078328	2	0	0	0	2	0	1	0	1	4	4	0
ENSG00000260338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260003	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232258	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067365	435	315	836	292	408	675	267	556	649	544	518	593
ENSG00000183044	325	352	593	245	400	467	219	567	482	345	478	435
ENSG00000184857	320	247	545	280	317	444	182	427	414	343	453	409
ENSG00000140650	910	467	1597	687	617	1114	591	792	1219	986	846	1267
ENSG00000260350	3	3	5	3	0	1	0	0	3	1	0	3
ENSG00000260276	112	82	181	86	105	186	77	166	148	120	130	168
ENSG00000153048	1350	1123	2215	889	1261	1538	851	1744	1724	1479	1807	1839
ENSG00000259939	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261481	2	0	1	0	1	2	1	2	2	1	1	4
ENSG00000283516	2	0	4	1	0	1	1	1	1	0	5	2
ENSG00000187555	8416	5806	13213	5734	6520	10067	5415	9755	10942	10060	9293	11118
ENSG00000260979	20	12	24	6	17	14	12	24	18	22	20	22
ENSG00000261392	1	2	2	0	0	0	0	0	2	1	0	0
ENSG00000182831	3932	3152	8369	2885	3664	6944	2703	4847	6665	4711	4959	6386
ENSG00000260349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261617	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261397	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283003	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183454	5	3	18	0	7	23	4	11	13	3	2	16
ENSG00000283221	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261810	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000166669	1068	775	1551	866	918	1320	729	1196	1350	1289	1152	1177
ENSG00000260756	0	0	0	0	0	0	0	1	0	0	0	3
ENSG00000260468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213853	1	0	4	0	0	2	0	2	1	1	1	0
ENSG00000256013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153060	10	4	6	5	4	4	1	1	6	6	4	3
ENSG00000263279	0	2	1	0	0	0	0	0	0	0	0	1
ENSG00000103274	443	311	746	336	373	531	268	500	590	462	529	606
ENSG00000166676	49	27	69	29	38	61	27	51	65	59	62	63
ENSG00000262151	23	6	30	8	3	7	14	3	20	25	11	20
ENSG00000179583	4731	4573	12405	2921	4818	7692	2564	7740	9558	4675	7350	8730
ENSG00000182108	378	326	729	253	429	582	172	568	615	344	467	434
ENSG00000038532	2136	1635	4327	1402	1919	3157	1322	2729	3526	2483	2400	3198
ENSG00000262020	2	0	15	2	4	5	1	1	3	0	0	4
ENSG00000263033	7	10	11	4	3	9	4	6	10	3	9	9
ENSG00000175643	497	426	1359	330	410	1072	320	665	1026	523	680	1018
ENSG00000185338	415	504	890	454	808	920	214	721	671	277	627	513
ENSG00000178279	0	0	0	0	0	0	0	1	0	2	1	0
ENSG00000178257	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000122304	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000175646	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000263080	9	6	19	5	6	19	4	17	6	7	11	17
ENSG00000262703	14	14	25	6	22	17	7	26	33	19	8	14
ENSG00000188897	32	18	129	28	27	96	28	45	78	37	57	69
ENSG00000262999	1	0	5	0	0	4	0	0	3	0	2	1
ENSG00000189067	4616	3466	7541	3207	3398	5640	2850	5795	6813	5404	5300	6688
ENSG00000184602	911	849	2684	728	1037	2087	549	1442	2047	877	1230	1846
ENSG00000153066	8884	5106	11533	7293	6091	11211	6023	8561	11751	11094	8103	12467
ENSG00000262420	23	17	66	31	9	40	18	16	33	42	21	46
ENSG00000122299	3052	2078	5414	2191	2459	4450	2050	3378	4365	3484	3327	4200
ENSG00000277369	17	11	33	17	24	24	18	19	51	26	23	23
ENSG00000262117	1	0	3	0	0	0	1	0	0	1	2	4
ENSG00000171490	5634	4452	11262	4082	5093	8489	3472	7962	9313	6416	8323	9291
ENSG00000263307	16	4	38	11	14	27	8	22	23	10	10	17
ENSG00000103342	5588	4065	9826	3824	4691	7328	3682	7098	8335	6781	7165	8381
ENSG00000261216	12	10	42	6	8	31	7	13	39	23	12	29
ENSG00000234719	314	230	515	228	306	427	176	402	508	381	342	469
ENSG00000048462	3511	2095	3654	2741	2159	3513	2480	3334	3391	4009	3715	4362
ENSG00000048471	1746	1064	3791	1389	1432	3038	1124	1874	3269	2020	1628	2667
ENSG00000260488	4	5	23	10	2	9	6	7	13	10	7	12
ENSG00000175604	9	15	66	13	14	15	16	12	35	20	21	24
ENSG00000261293	0	3	12	5	4	6	2	7	3	4	2	8
ENSG00000261394	4	5	10	8	1	7	2	6	8	2	2	5
ENSG00000259876	1	0	25	1	0	23	1	0	10	3	0	6
ENSG00000259899	2	1	20	2	2	9	3	1	13	0	0	8
ENSG00000274834	0	0	2	0	0	0	0	0	0	0	2	1
ENSG00000103381	358	343	873	250	398	749	195	563	760	352	493	722
ENSG00000260378	0	0	3	2	1	1	0	3	4	1	3	4
ENSG00000261158	11	3	8	3	3	0	4	22	11	18	6	1
ENSG00000237515	5	3	18	0	3	7	0	0	6	1	3	16
ENSG00000262116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262801	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262011	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175595	394	253	633	325	313	586	274	499	623	457	399	522
ENSG00000262732	3	1	2	4	6	3	1	1	3	6	1	4
ENSG00000263234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262097	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000261856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186260	545	383	1209	436	412	905	355	579	1052	649	490	866
ENSG00000276564	9	16	60	17	12	35	7	30	29	30	36	27
ENSG00000262529	0	0	4	0	1	1	3	1	0	2	2	0
ENSG00000262454	265	258	426	215	288	354	206	394	423	346	384	358
ENSG00000260009	1	0	0	0	0	0	0	1	2	0	0	0
ENSG00000263257	3	2	2	2	1	1	0	0	1	1	3	2
ENSG00000140694	2348	1806	3901	1718	2148	3182	1410	2962	3159	2518	2730	3023
ENSG00000103429	1744	1357	3651	1318	1609	2764	1036	2406	2907	1873	2180	2864
ENSG00000069764	7	7	7	4	11	13	5	7	7	8	10	10
ENSG00000261523	2	0	3	5	0	2	0	4	6	3	3	3
ENSG00000224712	166	184	510	161	217	298	106	337	476	342	359	282
ENSG00000261695	1	0	2	4	0	1	0	1	6	3	3	3
ENSG00000254852	357	252	593	193	305	477	274	446	647	454	483	575
ENSG00000103512	7977	4688	9262	5822	5799	8300	5641	8024	9376	10832	8387	10623
ENSG00000257264	5	2	14	4	11	11	3	6	12	12	21	16
ENSG00000258354	7	15	31	4	20	21	9	17	24	6	15	16
ENSG00000183426	5863	4594	12944	4419	5141	8946	3892	8473	9483	6824	6943	8316
ENSG00000179889	4447	3424	8678	3024	4198	6831	2873	6058	7006	5223	5472	6673
ENSG00000275910	12	6	38	6	8	23	5	17	23	14	16	15
ENSG00000157045	658	533	1103	441	596	846	421	926	896	835	901	1054
ENSG00000085721	1472	1190	2944	1130	1393	2190	1025	1980	2265	1781	1950	2238
ENSG00000257391	4	4	18	4	9	3	2	7	9	3	3	8
ENSG00000183793	2057	1710	3083	813	1633	1925	1060	2627	2575	1901	1417	1919
ENSG00000156968	8	3	0	5	2	3	6	8	4	7	6	2
ENSG00000261130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166780	36	28	17	24	18	27	29	61	22	44	43	18
ENSG00000166783	2997	2204	6185	2421	3016	5096	1874	3788	5215	3230	3204	4418
ENSG00000257769	1	2	9	1	2	1	5	1	8	6	3	1
ENSG00000072864	2129	1452	3111	1413	1683	2224	1162	2432	2598	2260	2229	2554
ENSG00000280206	326	244	374	190	273	283	189	389	325	364	377	350
ENSG00000133392	123	63	394	89	82	204	97	102	212	159	110	186
ENSG00000263335	49	13	67	39	8	63	28	25	60	64	22	50
ENSG00000263065	1	2	2	4	0	2	5	0	1	2	0	1
ENSG00000133393	1148	902	2106	921	1062	1803	710	1514	1710	1245	1414	1566
ENSG00000262171	2	1	10	2	3	8	1	5	6	8	3	6
ENSG00000103222	3822	2501	6645	2705	2773	4775	2317	4124	5504	4462	3870	5083
ENSG00000091262	20	21	32	14	16	19	21	31	35	28	49	28
ENSG00000262332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103226	8511	5305	9510	6304	6689	9274	6372	8299	9251	12581	8240	11165
ENSG00000262848	17	18	47	21	25	29	12	29	42	26	23	49
ENSG00000257366	6	11	30	4	17	19	8	17	18	5	12	15
ENSG00000183889	8710	6338	19845	6504	7475	13113	5556	11168	14633	10040	10493	12202
ENSG00000214967	888	784	2389	757	761	1366	431	1176	1553	1132	808	1393
ENSG00000260126	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103489	424	263	503	283	240	349	276	449	447	542	443	508
ENSG00000261448	46	47	58	33	67	30	32	60	43	69	83	42
ENSG00000260945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259929	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000260242	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000214940	978	1009	1961	708	930	1515	742	1376	1846	1340	1403	1609
ENSG00000233024	3229	2740	4869	2126	2694	4101	2143	4118	4689	3887	3891	3906
ENSG00000257563	6	11	29	4	17	22	9	14	21	4	13	13
ENSG00000257527	19	13	40	6	26	37	8	21	49	36	42	31
ENSG00000185164	18493	11429	21471	13849	12851	18066	13499	19803	19705	26259	20591	22784
ENSG00000260550	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134419	5057	4263	8718	3945	4730	7716	3398	7869	8393	5719	7452	9128
ENSG00000260342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170540	3032	2503	6294	2346	2895	5092	2149	4242	4956	3772	4179	5123
ENSG00000260017	5	3	9	0	6	5	2	1	9	8	6	4
ENSG00000157106	6110	3806	16288	4601	4666	12284	3571	6826	13158	6508	5821	10482
ENSG00000260352	7	4	11	3	8	6	4	10	16	7	11	8
ENSG00000170537	0	0	0	1	2	1	0	1	1	0	4	2
ENSG00000261465	1	0	3	2	0	0	0	0	1	0	1	0
ENSG00000261357	0	1	2	0	0	1	1	1	1	0	0	1
ENSG00000167186	440	358	751	311	381	633	293	568	659	495	560	601
ENSG00000260430	2	0	0	0	0	0	0	0	0	1	0	1
ENSG00000278389	0	1	1	0	0	1	0	0	1	0	0	1
ENSG00000205730	183	76	208	131	74	112	96	123	190	185	141	183
ENSG00000261427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261759	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103528	61	55	111	47	50	75	35	128	79	79	110	119
ENSG00000261210	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000259925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103534	4	0	6	4	4	2	2	5	4	6	5	3
ENSG00000260681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260592	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000260934	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006007	1043	653	1509	791	798	1350	721	1180	1459	1218	1057	1384
ENSG00000103540	1178	759	2109	978	920	1810	819	1392	1752	1414	1216	1614
ENSG00000103544	1643	1118	2870	1283	1415	2222	1091	1875	2307	1947	1596	2237
ENSG00000276571	8	7	18	3	11	10	14	12	11	3	11	7
ENSG00000103550	499	348	798	339	386	563	320	520	709	543	593	711
ENSG00000261312	2	1	1	1	2	1	1	6	0	1	2	1
ENSG00000174628	18	16	38	9	23	23	22	19	34	20	15	12
ENSG00000261195	1	0	0	0	1	0	0	0	0	0	0	2
ENSG00000167191	0	1	0	1	0	1	0	0	0	0	0	0
ENSG00000180269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169347	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183549	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000262995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183747	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000066813	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005187	99	86	242	66	80	190	58	151	193	108	150	188
ENSG00000166743	9	20	22	6	13	23	5	18	15	11	10	17
ENSG00000066654	1657	1348	3718	1279	1592	3144	1106	2288	3043	1948	2174	2625
ENSG00000260510	3	2	7	2	4	6	1	3	6	11	6	11
ENSG00000196678	330	239	755	248	278	638	185	465	685	424	404	562
ENSG00000005189	172	141	469	137	151	323	113	241	354	175	235	326
ENSG00000188215	182	121	332	154	161	275	115	227	279	191	208	258
ENSG00000102897	666	578	1124	560	635	830	456	928	1047	793	907	898
ENSG00000158486	22	15	9	8	16	4	11	26	13	16	13	5
ENSG00000263331	4	2	4	5	3	2	2	5	5	4	1	0
ENSG00000011638	334	365	549	322	426	523	204	615	484	353	663	481
ENSG00000262983	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000103310	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175311	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000103316	13	11	22	4	5	17	6	17	9	9	19	10
ENSG00000169246	6593	6233	12760	5225	7148	8887	4866	9591	9240	8712	9109	8346
ENSG00000273956	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000197006	1719	1340	2671	1225	1355	2088	1080	2159	2412	1910	2240	2479
ENSG00000140749	24	20	78	16	13	84	14	19	71	36	23	62
ENSG00000155719	4	2	9	4	9	4	4	8	3	5	6	10
ENSG00000260306	57	44	90	37	54	68	40	87	62	67	49	45
ENSG00000185864	7553	6711	15370	5542	8045	10784	5383	10351	11887	9373	9807	10059
ENSG00000274460	38	22	51	30	28	26	20	40	42	49	27	41
ENSG00000140740	5543	4037	10116	4085	4612	7087	3477	7148	8375	6674	6621	8219
ENSG00000155714	3	0	1	3	1	1	1	7	7	7	4	6
ENSG00000275445	2	1	2	0	1	6	3	3	4	3	8	5
ENSG00000185716	261	198	522	161	262	431	176	395	441	293	320	392
ENSG00000260277	7	2	7	0	5	3	9	4	16	8	4	4
ENSG00000175267	17	2	12	10	9	12	8	6	11	9	10	13
ENSG00000183921	5	8	8	2	5	14	5	10	6	17	13	7
ENSG00000103319	1353	910	2253	839	958	1451	783	1497	1954	1663	1444	1869
ENSG00000261113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058600	2084	1378	4170	1360	1705	2823	1409	2578	3264	2345	2333	3027
ENSG00000140743	1475	946	2488	1178	1095	2069	988	1601	2068	1724	1397	2080
ENSG00000260635	7	0	11	3	3	14	6	3	10	4	2	9
ENSG00000260790	2	6	15	0	0	10	3	8	10	4	3	14
ENSG00000243716	31216	25251	45810	23669	27927	31619	21341	40897	36207	38475	35303	30506
ENSG00000260973	23	37	49	25	33	32	21	75	26	34	35	20
ENSG00000260905	21	14	35	14	34	16	10	23	13	15	11	14
ENSG00000283213	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000122254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261090	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000103404	357	244	737	212	252	513	221	377	626	410	354	666
ENSG00000166828	6	5	13	8	13	10	3	9	12	6	5	6
ENSG00000260741	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000168447	20	27	51	28	27	51	21	38	65	31	48	55
ENSG00000168434	608	467	963	464	617	784	382	798	866	661	737	714
ENSG00000260136	9	8	10	6	13	14	9	6	9	15	15	11
ENSG00000103365	7573	6092	14069	5707	7255	10511	4697	10326	10901	8126	9143	9884
ENSG00000103356	1235	812	2132	901	946	1528	779	1327	1636	1479	1411	1769
ENSG00000103353	2155	1546	3545	1653	1843	2891	1388	2670	2875	2327	2320	2673
ENSG00000004779	1755	1291	2787	1275	1488	2309	1108	2337	2201	1895	2236	2330
ENSG00000083093	635	439	1213	435	486	911	379	726	1031	741	638	959
ENSG00000261723	3	2	11	1	2	4	1	5	8	4	2	9
ENSG00000166847	2569	1858	4719	1875	2246	3578	1526	3145	3817	2919	2926	3588
ENSG00000166851	3417	2401	5759	2379	3018	4498	2354	4090	5213	4745	3906	5452
ENSG00000261266	1	0	0	0	6	1	0	2	1	2	0	0
ENSG00000134398	5	1	2	3	4	0	0	1	2	1	2	2
ENSG00000261583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166869	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000166501	11868	8679	19888	7659	9623	13498	7489	14876	16215	13260	13104	15446
ENSG00000260264	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122257	5240	3982	10394	4327	4938	9137	3576	6570	8574	5993	5817	6798
ENSG00000090905	2552	1787	4156	2070	2101	3429	1621	2818	3825	2905	2534	3116
ENSG00000224310	0	1	2	0	2	0	0	0	0	0	1	1
ENSG00000261669	9	10	28	1	9	11	2	9	18	12	3	8
ENSG00000158865	8	10	65	2	7	26	8	4	48	12	6	38
ENSG00000140750	6725	5480	10527	4298	6106	7225	3740	9679	8583	7052	8100	7938
ENSG00000262155	17	8	22	13	15	21	10	19	10	22	21	20
ENSG00000205629	762	612	1065	575	785	939	518	958	891	794	970	970
ENSG00000260034	5	8	64	6	11	32	6	7	36	10	7	21
ENSG00000103375	2	1	0	1	0	0	0	1	0	0	1	0
ENSG00000155592	228	158	424	173	167	378	152	240	361	276	228	319
ENSG00000259955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274925	105	112	151	74	113	89	54	136	98	96	156	69
ENSG00000261636	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182601	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000231876	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155666	237	208	385	157	222	299	164	310	296	256	270	316
ENSG00000259940	17	18	19	16	14	19	15	29	16	9	23	11
ENSG00000169189	1220	1287	2551	921	1346	1948	745	1894	1933	1243	2052	1922
ENSG00000245888	8	8	16	9	9	13	9	20	30	17	5	11
ENSG00000274092	2	0	1	0	0	0	0	0	3	0	1	0
ENSG00000077238	2332	3427	11553	1432	3398	7527	1519	6006	9874	2952	6627	10164
ENSG00000103522	1179	1142	3173	700	1230	2199	656	2188	2687	1611	2417	2749
ENSG00000259954	11	6	45	7	12	16	8	21	22	26	22	24
ENSG00000077235	3462	2331	5990	2446	2804	4358	2091	4241	4871	4255	3868	4567
ENSG00000047578	708	498	1415	513	599	1001	433	834	1081	799	760	923
ENSG00000261329	3	1	18	4	1	4	3	3	5	2	0	4
ENSG00000169181	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000169180	4285	3019	7575	3200	3839	5907	2634	5286	6395	4481	4659	5428
ENSG00000283662	0	0	0	1	1	1	2	3	2	0	1	0
ENSG00000246465	0	3	12	13	7	6	0	7	6	5	6	11
ENSG00000188322	8	14	21	6	15	20	3	19	13	7	21	4
ENSG00000198156	157	150	393	127	168	235	99	217	283	194	206	204
ENSG00000205609	14946	13522	29094	9812	15064	20811	9368	24156	23979	18177	24233	24680
ENSG00000270118	0	0	3	1	0	4	0	1	4	0	0	2
ENSG00000261832	1	1	16	1	4	10	5	2	9	7	7	5
ENSG00000233232	0	2	5	6	3	3	0	0	4	6	2	0
ENSG00000188603	76	55	210	73	65	145	49	137	149	91	118	106
ENSG00000184730	569	865	1277	270	892	888	323	1258	979	591	1341	1161
ENSG00000197272	1	3	2	1	1	1	1	6	3	0	0	3
ENSG00000176046	0	0	0	0	0	7	1	0	1	0	0	0
ENSG00000275441	2	1	4	0	2	2	1	3	3	2	6	6
ENSG00000176476	583	465	933	436	590	770	409	775	702	671	777	725
ENSG00000197165	13	14	21	11	17	6	4	30	16	19	25	19
ENSG00000196502	588	238	449	425	248	394	400	350	408	705	395	349
